I,n_layers,n_params,time_ls,yerr_ls_train,cost_ls_train,yerr_ls_test,cost_ls_test,time_bl,yerr_bl_train,cost_bl_train,yerr_bl_test,cost_bl_test,time_nm,yerr_nm_train,cost_nm_train,yerr_nm_test,cost_nm_test,time_gd,yerr_gd_train,cost_gd_train,yerr_gd_test,cost_gd_test
1,0,4,0.00468897819519043,3.634325,-33.49743328889211,4.4156084,-16.08165457725525,0.09451603889465332,3.785996198654175,-33.576757833162944,4.410710334777832,-16.140807728767395,63.80317997932434,3.7667587,-33.57661186377207,4.415232,-16.13628535270691,60.226710081100464,3.7480347,-33.56778199036916,4.3898153,-16.151307077407836
1,1,96,60.112879037857056,3.3259346,-33.50591111977895,4.980692,-15.529054312705993,NaN,NaN,NaN,NaN,NaN,123.54940795898438,3.405708,-33.7405368121465,4.9647627,-15.891230058670043,61.041593074798584,3.4544137,-33.65848330020904,4.841388,-15.771615452766419
2,0,16,0.010540008544921875,8.500083,-90.52086403608322,8.153175,-37.08054951190948,0.21541786193847656,14.1351318359375,-93.02773703813553,16.594499588012695,-37.660807738304136,69.91216802597046,14.360817,-92.89211747725804,14.520424,-37.85727285385132,61.3519229888916,14.739693,-92.88861121733983,12.559822,-37.964115924835205
2,1,176,60.00860619544983,8.330646,-92.28539109627405,15.347038,-32.841165308952334,NaN,NaN,NaN,NaN,NaN,225.86242008209229,10.496806,-92.6355098605156,17.26132,-36.168614172935484,60.95926880836487,12.168057,-92.83686392227808,16.677734,-34.765920739173886
