run,I,n_layers,n_params,time_ls,yerr_ls_train,cost_ls_train,yerr_ls_test,cost_ls_test,time_bl,yerr_bl_train,cost_bl_train,yerr_bl_test,cost_bl_test,time_nm,yerr_nm_train,cost_nm_train,yerr_nm_test,cost_nm_test,time_gd,yerr_gd_train,cost_gd_train,yerr_gd_test,cost_gd_test
1,100,0,500,0.5337979793548584,8.7913,-8945.252977253496,10.038598,-6235.572713751495,25.062377214431763,23.352312088012695,-9609.211461553077,24.090728759765625,-6954.035073147863,NaN,NaN,NaN,NaN,NaN,60.168631076812744,25.475176,-9593.303915213346,26.24419,-6939.118372890055
1,100,2,36900,59.76042699813843,8.035868,-8999.923820936581,12.989511,-6039.379875724017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.842832803726196,10.820969,-9424.586816305817,15.084725,-6485.266328127086
