model,train_cost,test_cost,train_mse,test_mse
LS,49771.46840653871,48403.33894306317,76.91507720947266,77.26335906982422
GD,38960.45800026424,37940.310308060674,77.38756561279297,77.71637725830078
NM,48482.30792312885,47081.89063407773,76.91570281982422,77.26382446289062
OPTIMAL,5807.164749667703,5573.151894939903,0.0,0.0
