cost
17.0
137.0
40.0
11.0
14.0
86.0
16.0
26.0
71.0
15.0
119.0
32.0
12.0
18.0
21.0
19.0
74.0
36.0
30.0
7.0
11.0
47.0
34.0
37.0
15.0
135.0
59.0
17.0
28.0
44.0
11.0
13.0
29.0
19.0
6.0
16.0
76.0
22.0
469.0
113.0
23.0
39.0
84.0
15.0
4.0
9.0
10.0
37.0
147.0
16.0
23.0
6.0
13.0
36.0
42.0
33.0
7.0
86.0
156.0
11.0
9.0
20.0
9.0
22.0
12.0
100.0
71.0
107.0
10.0
58.0
10.0
41.0
8.0
25.0
161.0
28.0
44.0
35.0
26.0
12.0
18.0
25.0
34.0
8.0
11.0
24.0
15.0
27.0
6.0
40.0
22.0
126.0
13.0
9.0
16.0
33.0
16.0
39.0
28.0
29.0
22.0
14.0
28.0
40.0
38.0
28.0
13.0
18.0
35.0
28.0
9.0
11.0
26.0
28.0
6.0
8.0
19.0
30.0
8.0
50.0
8.0
30.0
24.0
7.0
24.0
36.0
11.0
14.0
97.0
10.0
27.0
29.0
6.0
14.0
25.0
34.0
20.0
65.0
118.0
5.0
33.0
38.0
16.0
34.0
14.0
23.0
43.0
33.0
49.0
19.0
38.0
35.0
24.0
55.0
13.0
14.0
55.0
62.0
66.0
16.0
5.0
8.0
8.0
9.0
40.0
27.0
34.0
116.0
6.0
9.0
24.0
40.0
33.0
200.0
30.0
22.0
9.0
130.0
83.0
16.0
59.0
24.0
45.0
18.0
25.0
154.0
5.0
14.0
27.0
89.0
160.0
13.0
32.0
41.0
8.0
20.0
54.0
14.0
10.0
42.0
